# Daily precipitation sums De Bilt (station 550, tapped 8.00 UT) of Royal Netherlands Meteorological Institute (KNMI)
# Original (1906-2014), homogenised (Brandsma et al., 2014) and homogenised + detrended_to_1995 (Brandsma/STOWA, 2015)
19060912      0.0     0.00     0.00
19060913      0.0     0.00     0.00
19060914      0.0     0.00     0.00
19060915      0.1     0.10     0.13
19060916      5.6     5.68     7.03
19060917      5.4     5.41     6.70
19060918      5.5     5.56     6.88
19060919      4.7     4.73     5.85
19060920      1.9     1.92     2.38
19060921      0.5     0.51     0.63
19060922      0.0     0.00     0.00
19060923      0.0     0.00     0.00
19060924      0.0     0.00     0.00
19060925      0.0     0.00     0.00
19060926      0.2     0.20     0.25
19060927      0.1     0.10     0.13
19060928      0.1     0.10     0.13
19060929      0.2     0.20     0.25
19060930      0.1     0.10     0.13
19061001      0.0     0.00     0.00
19061002      1.0     1.02     1.26
19061003     23.8    24.01    29.72
19061004      1.0     1.04     1.28
19061005      0.0     0.00     0.00
19061006      3.5     3.52     4.35
19061007      0.0     0.00     0.00
19061008      0.0     0.00     0.00
19061009      0.1     0.10     0.13
19061010      0.0     0.00     0.00
19061011      0.0     0.00     0.00
19061012      0.1     0.11     0.13
19061013      0.0     0.00     0.00
19061014     12.4    12.48    15.45
19061015      0.3     0.31     0.38
19061016      0.1     0.11     0.13
19061017      1.9     1.92     2.38
19061018      0.0     0.00     0.00
19061019      0.0     0.00     0.00
19061020      0.1     0.11     0.13
19061021      0.0     0.00     0.00
19061022      0.1     0.11     0.13
19061023      0.0     0.00     0.00
19061024      7.0     7.03     8.70
19061025      0.2     0.21     0.26
19061026      0.9     0.91     1.13
19061027      0.0     0.00     0.00
19061028      0.4     0.41     0.51
19061029      3.0     3.04     3.76
19061030      0.0     0.00     0.00
19061031      0.0     0.00     0.00
19061101      0.0     0.00     0.00
19061102      0.3     0.32     0.39
19061103      1.5     1.62     2.01
19061104      0.1     0.11     0.13
19061105      0.7     0.72     0.89
19061106      0.0     0.00     0.00
19061107      2.6     2.64     3.27
19061108      0.7     0.72     0.89
19061109      4.9     4.98     6.17
19061110      2.2     2.24     2.77
19061111      0.0     0.00     0.00
19061112      0.0     0.00     0.00
19061113      0.0     0.00     0.00
19061114      0.0     0.00     0.00
19061115      0.0     0.00     0.00
19061116      8.1     8.28    10.25
19061117      7.0     7.15     8.86
19061118      4.3     4.43     5.49
19061119      5.0     5.06     6.27
19061120      2.9     2.97     3.67
19061121      2.0     2.03     2.52
19061122      2.1     2.20     2.72
19061123      0.3     0.31     0.39
19061124      0.2     0.21     0.26
19061125      0.3     0.32     0.39
19061126      0.2     0.21     0.26
19061127      7.3     7.35     9.10
19061128      4.4     4.51     5.58
19061129      0.1     0.11     0.13
19061130      2.8     2.90     3.59
19061201      1.4     1.45     1.70
19061202      2.1     2.15     2.52
19061203      4.7     4.82     5.66
19061204      7.5     7.68     9.03
19061205      2.9     3.01     3.54
19061206     10.4    10.53    12.38
19061207      0.6     0.65     0.76
19061208      0.0     0.00     0.00
19061209      6.6     6.76     7.95
19061210      2.7     2.79     3.28
19061211      2.8     2.92     3.43
19061212      3.3     3.40     4.00
19061213      4.7     4.83     5.68
19061214      2.0     2.05     2.41
19061215      5.2     5.37     6.31
19061216      0.0     0.00     0.00
19061217      0.1     0.10     0.12
19061218      2.1     2.14     2.51
19061219      0.1     0.11     0.13
19061220      0.0     0.00     0.00
19061221      0.0     0.00     0.00
19061222      0.0     0.00     0.00
19061223      0.0     0.00     0.00
19061224      0.0     0.00     0.00
19061225      5.3     5.45     6.41
19061226      5.4     5.48     6.44
19061227      0.6     0.61     0.72
19061228      1.3     1.34     1.58
19061229      0.0     0.00     0.00
19061230      0.0     0.00     0.00
19061231      0.4     0.42     0.49
