# Transformed daily mean global radiation [kJ/m2] according to KNMI'14 transformation tool,
# version v1.1
# Deltas are derived from the 2030 decadal prediction
#
# Bakker A., 2014. Time series transformation tool: description of the program to
# generate time series consistent with the KNMI'14 climate scenarios, TR-349
#
# Daily global radiation [kJ/m2] De Bilt 1901-2014 (station 260) of Royal Netherlands Meteorological Institute (KNMI)
# Detrended to 2014 (second column, Versteeg/STOWA, 2015) and detrended to 1995 (third column, Versteeg/STOWA, 2015)
19011003  3990.80  3990.80
19011004  5598.91  5598.91
19011005  7783.59  7783.59
19011006  3817.29  3817.29
19011007  7574.13  7574.13
19011008  6395.99  6395.99
19011009  5794.02  5794.02
19011010  7931.60  7931.60
19011011  3738.57  3738.57
19011012 10393.82 10393.82
19011013  7068.15  7068.15
19011014  3933.67  3933.67
19011015  4059.08  4059.08
19011016  5828.66  5828.66
19011017  5435.44  5435.44
19011018  7553.15  7553.15
19011019  4650.72  4650.72
19011020  4060.39  4060.39
19011021  2984.47  2984.47
19011022  5569.19  5569.19
19011023  5551.22  5551.22
19011024  3543.57  3543.57
19011025  2950.53  2950.53
19011026  7363.67  7363.67
19011027  8281.94  8281.94
19011028  6565.29  6565.29
19011029  2875.92  2875.92
19011030  4557.53  4557.53
19011031  8677.07  8677.07
19011101  8210.79  8210.79
19011102  7894.57  7894.57
19011103  7659.03  7659.03
19011104  6583.72  6583.72
19011105  7126.50  7126.50
19011106  3496.08  3496.08
19011107  2509.64  2509.64
19011108  2113.43  2113.43
19011109  2079.40  2079.40
19011110  2045.27  2045.27
19011111  1994.18  1994.18
19011112  2455.79  2455.79
19011113  1925.93  1925.93
19011114  2210.88  2210.88
19011115  3684.97  3684.97
19011116  5513.44  5513.44
19011117  5008.04  5008.04
19011118  1755.49  1755.49
19011119  1738.52  1738.52
19011120  1721.46  1721.46
19011121  1670.27  1670.27
19011122  1636.24  1636.24
19011123  4804.07  4804.07
19011124  4391.19  4391.19
19011125  2140.85  2140.85
19011126  1533.96  1533.96
19011127  1516.89  1516.89
19011128  2511.42  2511.42
19011129  2289.59  2289.59
19011130  1652.32  1652.32
19011201  1420.60  1420.60
19011202  1403.67  1403.67
19011203  2205.13  2205.13
19011204  4410.85  4410.85
19011205  3596.07  3596.07
19011206  1336.04  1336.04
19011207  1319.11  1319.11
19011208  1302.27  1302.27
19011209  1448.59  1448.59
19011210  2296.64  2296.64
19011211  1268.41  1268.41
19011212  1268.41  1268.41
19011213  1286.71  1286.71
19011214  1251.48  1251.48
19011215  2275.31  2275.31
19011216  1234.54  1234.54
19011217  2969.21  2969.21
19011218  1217.71  1217.71
19011219  1217.71  1217.71
19011220  1217.71  1217.71
19011221  1217.71  1217.71
19011222  1217.71  1217.71
19011223  1217.71  1217.71
19011224  1217.71  1217.71
19011225  2415.26  2415.26
19011226  1662.53  1662.53
19011227  3107.89  3107.89
19011228  1859.06  1859.06
19011229  1997.84  1997.84
19011230  1251.48  1251.48
19011231  1427.35  1427.35
