# Daily Tg [deg. C] De Bilt 1901-2014 (station 260) of Royal Netherlands Meteorological Institute (KNMI)
# Detrended to 2014 (second column, Versteeg/STOWA, 2015) and detrended to 1995 (third column, Versteeg/STOWA, 2015)
19011114     7.06     6.41
19011115     3.66     3.01
19011116     2.66     2.01
19011117     4.26     3.61
19011118     7.96     7.31
19011119    11.16    10.51
19011120    12.06    11.41
19011121    11.66    11.01
19011122     7.16     6.51
19011123     2.26     1.61
19011124     1.06     0.41
19011125     5.26     4.61
19011126     6.36     5.71
19011127     1.56     0.91
19011128     6.16     5.51
19011129     7.36     6.71
19011130     9.16     8.51
19011201    10.06     9.41
19011202     9.66     9.01
19011203     8.66     8.01
19011204     2.66     2.01
19011205    -1.24    -1.89
19011206     1.06     0.41
19011207     8.56     7.91
19011208    11.56    10.91
19011209     7.26     6.61
19011210     6.16     5.51
19011211     3.76     3.11
19011212     2.66     2.01
19011213     6.36     5.71
19011214     3.86     3.21
19011215     1.86     1.21
19011216     0.46    -0.19
19011217    -1.94    -2.59
19011218     0.86     0.21
19011219    -0.14    -0.79
19011220     1.96     1.31
19011221     1.96     1.31
19011222     2.16     1.51
19011223     1.76     1.11
19011224     3.46     2.81
19011225     7.16     6.51
19011226     5.76     5.11
19011227     4.66     4.01
19011228     3.26     2.61
19011229     8.06     7.41
19011230    10.46     9.81
19011231    12.76    12.11
